pl_name,pl_orbper,pl_orbpererr1,pl_tranmid,pl_tranmiderr1,pl_orbsmax,pl_orbsmaxerr1,pl_radj,pl_radjerr1,pl_orbincl,pl_orbinclerr1,pl_orbeccen,pl_orbeccenerr1,pl_orblper,pl_orblpererr1,Transits,Date,Archive,Unbinned Sigma,Binned Sigma,Transit Depth,Sensitivity,Binned Sensitivity
WASP-44 b,2.423858327980313,7.277996429387931e-05,2458338.1006064718,0.0017502469510463116,0.03359299895619456,0.0017150743974467706,0.12137027940322327,0.0009715365192054748,85.94708055522707,0.2855654685437096,0.0037097398681041477,0.024206687274211217,90.0,0.0,8,04-Mar-2021 06:26:10,NASA,,,,,
WASP-45 b,3.1260762114315868,1.1161435331488136e-06,2458339.143270316,0.00016702895483372308,0.03853575757401968,0.0019492864295159187,0.11453766741485573,0.0007825224003865487,84.78612387930775,0.06226945189326906,0.0007477240331619089,0.007517981080203071,90.0,0.0,14,04-Mar-2021 06:53:44,NASA,,,,,
WASP-46 b,1.43037123543849,3.30438247182573e-07,2455392.31758514,0.000762825055489,0.023417955216271,0.001186856081277,0.140002051756307,0.000460847801979,82.9384968127401,0.122029941004866,0.021834200787929005,0.009251303126959,90.0,0.0,35,27-Feb-2021 23:32:12,NASA,,,,,
WASP-48 b,2.1436366282555044,1.2768323551017964e-06,2455364.5519933808,0.0021621343594297087,0.034380057212732434,0.0017438679969899028,0.09580262363327234,0.00031893487404013085,82.09585927511712,0.1733039065390732,0.0,0.0,90.0,0.0,22,04-Mar-2021 07:53:43,NASA,,,,,
WASP-49 b,2.78173745818418,5.319395648847999e-07,2456267.68354164,0.000514584580114,0.036322805232555,0.001828957095607,0.114201575104867,0.000265979213037,84.5388233510647,0.055506875101417,0.0,0.0,90.0,0.0,17,01-Mar-2021 08:08:42,NASA,,,,,
WASP-50 b,1.95509355652144,2.5034823772764394e-07,2455558.61163308,0.000420826066623,0.029209370017039,0.00146980424246,0.137162434649631,0.000286010764982,84.6481706548598,0.06477245250876,0.026656412057407,0.004540265454078,3.5035494099202995,18.0234522154005,23,01-Mar-2021 05:07:55,NASA,,,,,
WASP-53 b,3.30984293795772,9.55587250408836e-07,2455943.56754979,0.000808211581803,0.039392185990046,0.001994597305215,0.13232532649166198,0.0004597149299750001,86.6888784301012,0.075139779613466,0.003288323646916,0.006424814390393001,90.0,0.0,13,01-Mar-2021 22:12:39,NASA,,,,,
WASP-54 b,3.6936014021536403,4.259469425344992e-06,2455518.3488501804,0.0039336553521170815,0.05002756014229359,0.0025388105999413595,0.08753631419848237,0.0003499711489753315,85.46458449951035,0.2443036432064975,0.0458603897474468,0.02490390656630094,13.101763754501741,26.54382558805781,5,04-Mar-2021 04:47:46,NASA,,,,,
WASP-55 b,4.4656111332969495,1.677039035400131e-05,2457220.534133377,0.00511476822235064,0.055102932095778885,0.002779640487232123,0.1232166545729214,0.0007661196063515383,89.28588639378253,0.4764305309346873,0.0,0.0,90.0,0.0,4,04-Mar-2021 03:13:23,NASA,,,,,
WASP-58 b,5.017209036664148,1.1426586832723373e-05,2457261.0615608064,0.0039751396811386645,0.058693772477928674,0.002962475578849841,0.11350257644857605,0.0003049385656226803,87.43176391581886,0.08173955511573103,0.0,0.0,90.0,0.0,10,04-Mar-2021 02:55:21,NASA,,,,,
WASP-61 b,3.8558959380190303,2.004251413750033e-06,2455859.529049946,0.0015834683608474613,0.054420874004602236,0.0027475485544027852,0.0939982126956024,0.00030000976747062016,87.12003788165238,0.1368193563161332,0.0,0.0,90.0,0.0,12,04-Mar-2021 02:39:00,NASA,,,,,
WASP-62 b,4.411937221097,2.07205837969743e-07,2455855.39398226,0.000136704703254,0.056571577752376014,0.002830054547859,0.109782753277333,5.0622108933519503e-05,89.63522691649771,0.270062258288532,0.0,0.0,90.0,0.0,102,27-Feb-2021 15:16:07,NASA,,,,,
WASP-63 b,4.37808480691345,1.2853296471278601e-06,2455921.65154258,0.000896399468639,0.057452947126741,0.002902052387426,0.077537509888152,0.00016152558860699998,88.94506314205691,0.468218867035466,0.0,0.0,90.0,0.0,21,28-Feb-2021 20:49:18,NASA,,,,,
WASP-64 b,1.57328966601022,4.0131168055326794e-07,2455582.6031826,0.000832659159079,0.027310226099432004,0.001382008807969,0.122754391590717,0.00037722366591900016,87.3553218996661,0.275274322505041,0.0,0.0,90.0,0.0,42,27-Feb-2021 05:54:51,NASA,,,,,
WASP-66 b,4.086052518852772,1.0971485701375673e-05,2455929.096637522,0.007035814769736787,0.05618238764676674,0.0028582912195492,0.08167174510388177,0.0005586261452357463,86.47555588127899,0.1961711569782266,0.0,0.0,90.0,0.0,4,04-Mar-2021 00:08:54,NASA,,,,,
WASP-73 b,4.087301018641959,1.7434352255738952e-06,2456365.769533079,0.0009915190371695744,0.05782666320936025,0.0029174438492638125,0.05832171712836496,0.00014499875794466192,83.14034000923775,0.14415919973085434,0.0,0.0,90.0,0.0,13,09-Mar-2021 19:26:08,NASA,,,,,
WASP-76 b,1.8098820935401487,9.767262932132394e-07,2456107.853232028,0.0016301668198247055,0.032976018390697234,0.001649309256733192,0.1057778273777618,6.382260301100529e-05,90.01618266787115,0.4361549665896873,0.0,0.0,90.0,0.0,12,03-Mar-2021 22:39:54,NASA,,,,,
WASP-78 b,2.17518498778281,7.31110477900167e-07,2456139.03092599,0.000946828859667,0.03760722920025,0.001895097931411,0.086765803119107,0.000173331940556,80.63110571873901,0.21924670098018,0.0,0.0,90.0,0.0,33,28-Feb-2021 14:54:09,NASA,,,,,
